          Jan      Feb      Mar      Apr      May      Jun      Jul      Aug      Sep      Oct      Nov      Dec
2002  -0.0772   0.0528   0.2234   0.2518   0.3705   0.7962   0.7133   0.8107   0.9517   1.2714   1.5208   1.4641
2003   1.0427   0.6928   0.6034   0.0818  -0.3594  -0.0737   0.2833   0.1607   0.2817   0.5714   0.5108   0.3741
2004   0.3227   0.2228   0.0234   0.1718   0.2605   0.2462   0.5533   0.7807   0.8017   0.8414   0.7308   0.7641
2005   0.6227   0.3128   0.4034   0.3918   0.4605   0.3362   0.1333   0.0707   0.0517  -0.0285  -0.3291  -0.7058
2006  -0.9172  -0.6571  -0.6065  -0.1881   0.0605   0.2062   0.1633   0.4907   0.7617   0.8714   1.1008   1.1541
2007   0.6527   0.1728  -0.0265  -0.0481  -0.2294  -0.0537  -0.2266  -0.4492  -0.9082  -1.2885  -1.4691  -1.5558
2008  -1.7272  -1.6371  -1.0465  -0.7781  -0.4794  -0.3337   0.1033   0.0707  -0.1482  -0.1885  -0.2491  -0.8458
2009  -0.9372  -0.6571  -0.5965  -0.1381   0.3405   0.5962   0.8233   0.7307   0.8117   1.0714   1.6108   1.8641
2010   1.4827   1.2328   1.1934   0.6718   0.0205  -0.5037  -0.7466  -1.2092  -1.4282  -1.5385  -1.4591  -1.5858
2011  -1.6372  -1.2071  -0.8665  -0.6281  -0.3594  -0.1437  -0.0866  -0.5392  -0.6282  -0.8085  -0.9791  -0.9958
2012  -0.8672  -0.5571  -0.3565  -0.1781  -0.0094   0.2462   0.5733   0.7807   0.5717   0.3414   0.4408  -0.0858
2013  -0.3572  -0.3471  -0.0165   0.0318  -0.1094  -0.2137  -0.1466  -0.1692   0.0417  -0.1285   0.1008  -0.0358
2014  -0.3572  -0.3971   0.0534   0.3918   0.6205   0.5862   0.2733   0.2607   0.5017   0.6014   1.0008   0.8241
2015   0.6527   0.6328   0.5934   1.0118   1.2005   1.3862   1.6933   1.9907   2.1417   2.3214   2.6908   2.6041
2016   2.6227   2.1628   1.7234   1.1618   0.6205   0.1762  -0.1166  -0.3592  -0.3282  -0.6285  -0.5191  -0.4658
2017  -0.2772   0.0428   0.0334   0.3318   0.4705   0.3362   0.3533  -0.0692  -0.4182  -0.4085  -0.7291  -0.7958
2018  -0.7972  -0.6771  -0.6065  -0.2481   0.0505   0.2362   0.4033   0.1707   0.4317   0.9514   1.1108   1.0241
2019   0.5727   0.6728   0.9234   0.7818   0.7805   0.7662   0.5533   0.3107   0.2417   0.6714   0.8508   0.5641
2020   0.7027   0.5428   0.4834   0.6018   0.0405  -0.0937   0.0933  -0.2992  -0.5282  -1.0785  -0.8991  -0.9258
2021  -0.9772  -0.8871  -0.5965  -0.4381  -0.2494   0.0562  -0.0566  -0.2592  -0.3682  -0.6685  -0.7591  -1.0158
2022  -0.7072  -0.6271  -0.7165  -0.7981  -0.8594  -0.6537  -0.4166  -0.8392  -0.9182  -0.8785  -0.6491  -0.8058
